user,qid,images,pid,context,percent,comment,outer_link,code_id,news,biggest,repeat,story,reels,IG_comment,shorts,video,video_action,full_screen,typing,like,share,YT_comment,detect_time,row_index,visible time,discuss,discuss_reason,picture_number,color
U2,1,1661312802000-2022-08-24-11-46-42-116-Facebook.jpg,0,"game.udn.com《對馬戰兒》動畫師靈感爆發讓恐龍「劍塊」上身咬起多把電玩知名武器開|udn遊戲角落!號香草貓咪和其他42人⑦凸1則留言,2次分享",0.488164968,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,0,0,0, ,1,"rgba(2,22,105,1)"
U2,1,1661312802000-2022-08-24-11-46-42-116-Facebook.jpg,1,#民境...查看更國嘆在TheNewsLens關鍵評論網四BET6:270多台外籍移工也和柬埔寨被害者相同處***x,0.251835032,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,1,0,0, ,1,"rgba(5,61,180,1)"
U2,1,1661312803000-2022-08-24-11-46-43-116-Facebook.jpg,0,"game.udn.com《對馬戰鬼咬起多把電玩知名武器開剁!「⑦香草貓咪和其他42人级》動畫師靈感爆發讓恐龍「劍魂」上身udn遊戲角落1則留言,2次分家分享",0.258322521,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,2,0,0, ,2,"rgba(2,22,105,1)"
U2,1,1661312803000-2022-08-24-11-46-43-116-Facebook.jpg,1,"thenewslens.com團政府辦人口販運防治工作坊,民籍移工也和柬埔寨事件被害者相BFF6:27-0#民團嘆在台外籍移工也和柬埔寨被害者相同處境...查看更多TheNewsLens關贵評論嘆:68***萬在台外x",0.481677479,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,3,0,0, ,2,"rgba(5,61,180,1)"
U2,1,1661312804000-2022-08-24-11-46-44-116-Facebook.jpg,0,,0.039601483,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,4,0,0, ,3,"rgba(2,22,105,1)"
U2,1,1661312804000-2022-08-24-11-46-44-116-Facebook.jpg,1,"#民境...查凸出團嘆在看190TheNewsLensMthenewslens.com政府辦人口販運防治工作坊,民團嘆:68萬在台外籍移工也和柬埔寨害者相同處境-NeThe事件被更多昨天下午6:27台外籍移工也和柬埔寨被害者相同處口42則留言,7次分享***分享x",0.647822057,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,5,0,0, ,3,"rgba(5,61,180,1)"
U2,1,1661312804000-2022-08-24-11-46-44-116-Facebook.jpg,2,蘋果新聞網下午7:01-0x,0.05257646,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,6,0,0, ,3,"rgba(0,68,255,1)"
U2,1,1661312805000-2022-08-24-11-46-45-116-Facebook.jpg,0,"thenewslens.com政府辦人口販運防治工作籍移工也和柬埔寨事件被害者相坊190運被數口留言,民團嘆:68萬在台外-TheNe同處境142則留言・7次分享",0.336172382,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,7,0,0, ,4,"rgba(5,61,180,1)"
U2,1,1661312805000-2022-08-24-11-46-45-116-Facebook.jpg,1,6蘋週日下午7:01-果余苑綺病逝|余天承諾對外照顧一孫淚崩「會再公布遺言」https://bit.ly/3T5v4y8新聞網‧x,0.403827618,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,8,0,0, ,4,"rgba(0,68,255,1)"
U2,1,1661312806000-2022-08-24-11-46-46-116-Facebook.jpg,0,"①光頭佬艾飛克和其他4,950人365則留言,14次分享https://bit.ly/3T5v4y8",0.234226135,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,9,0,0, ,5,"rgba(0,68,255,1)"
U2,1,1661312806000-2022-08-24-11-46-46-116-Facebook.jpg,1,"#台南殺警新TVBS曹瑞傑遭砍38刀我公道|還TV聞TVBS新聞AE13分鐘前曹瑞傑哥哥心痛表示,再多補助也喚不回弟弟,只求一個公道案#曹瑞傑BS新聞網哥悲慟喊4疑點:「血全流乾」***x",0.505773865,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,10,0,0, ,5,"rgba(4,134,219,1)"
U2,1,1661312807000-2022-08-24-11-46-47-116-Facebook.jpg,0,"城①g光頭佬艾飛克和其他4,950人365則留言,14次分享https://bit.ly/3T5v4y8分享",0.228665431,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,11,0,0, ,6,"rgba(0,68,255,1)"
U2,1,1661312807000-2022-08-24-11-46-47-116-Facebook.jpg,1,"TVBS新聞曹砍38刀瑞傑遭還我公道|TVBSTVBS新聞NUNE13分鐘曹瑞傑哥哥心痛表示,再多補助也喚不回弟弟,只求一個公道。#台南殺警案#曹瑞傑新聞網哥悲慟喊4疑點︰「血全流乾」x",0.511334569,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,12,0,0, ,6,"rgba(4,134,219,1)"
U2,1,1661312808000-2022-08-24-11-46-48-116-Facebook.jpg,0,"作者:TVBS新2022年8月24日上午11:23TVBS新聞網「血全曹瑞傑遭砍38刀流乾」哥悲慟喊4疑點:還我公道台南市22日發生重大殺警案,2員警凃明誠、曹瑞傑追捕機車竊賊反遭襲擊,身上多處刀傷不幸傷重殉職,嫌犯林信吾23日清晨落。殉職員警曹瑞傑的哥哥針對4點口2聞",0.74,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,13,0,0, ,7,"rgba(4,134,219,1)"
U2,1,1661312809000-2022-08-24-11-46-49-116-Facebook.jpg,0,"香料2022892411:23TVBS新聞網曹瑞傑遭砍38刀「血全流乾」哥悲慟喊4疑點:還我公道台南市22日發生重大殺警案,2員警凃明誠、曹瑞傑追捕機車竊賊反遭襲擊,身上多處刀傷不幸傷重殉職,嫌犯林信吾23日清晨落網。殉職員警曹瑞傑的哥哥針對4點疑問討解釋,痛喊「再多補助、再多錢也喚不回我弟弟,還我一個公道」,",0.74,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,14,0,0, ,8,"rgba(4,134,219,1)"
U2,1,1661312810000-2022-08-24-11-46-50-116-Facebook.jpg,0,"贊助台南地檢署兩名檢察多處刀傷不幸傷重殉職,嫌犯林信吾23日清晨落網。殉職員警曹瑞傑的哥哥針對4點疑問討解釋,痛喊「再多補助、再多錢喚不回我弟弟,還我也一個公道」。歷經七個小時的解剖程序初步發現,員警凃明誠身上有17處刀傷,較嚴重的傷勢在左邊頸動脈;員警曹瑞傑身上有多達38處官,督同法醫解剖,",0.74,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,15,0,0, ,9,"rgba(4,134,219,1)"
U2,1,1661312811000-2022-08-24-11-46-51-116-Facebook.jpg,0,"更多新聞:一度無筊!曹瑞傑阿嬤「招魂疑似起乩」哥悲喊這句才聖筊FLCAL台南2警傷重身亡,嫌犯林信吾清晨落/TVBS)網。(圖4疑對此,曹瑞傑哥哥在臉書提出點,指出若有配槍的話,事多以下来源的内容弟弟出勤務沒配槍,件",0.74,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,16,0,0, ,10,"rgba(4,134,219,1)"
U2,1,1661312812000-2022-08-24-11-46-52-116-Facebook.jpg,0,"贊助「第百Z習場里'煤犯回首俏辰游網。(圖/TVBS)更多新聞:度無筊疑似起乩一!曹瑞傑阿嬤「招魂悲喊這句才聖筊」哥對臉書提出4疑點,指出此,曹瑞傑哥哥在弟弟出勤務沒配槍,若有配槍的話,事件已是大逆轉無需天人永隔。第二點則是分局跑到第三分局台江大道卻沒任,二",0.74,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,17,0,0, ,11,"rgba(4,134,219,1)"
U2,1,1661312813000-2022-08-24-11-46-53-116-Facebook.jpg,0,"贊助H****二分局跑到第三分局台江大道卻沒任何支援」非常奇怪。第三是救護車黃金時期,明明同仁到達現場支援,曹瑞傑仍有意識回答但送檢時卻表示血已經流乾。後曹瑞傑哥哥質疑,民德外役監玩文字遊戲,「不是逃逸,而是休假未歸?」,最曹瑞傑哥哥臉書全文。(圖/翻攝自曹瑞傑哥哥臉書)oE*e",0.74,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,18,0,0, ,12,"rgba(4,134,219,1)"
U2,1,1661312814000-2022-08-24-11-46-54-116-Facebook.jpg,0,"更多新聞:殉職2警傷勢曝!曹瑞傑身中38刀凃明誠「頸動脈切破」曹瑞傑哥哥心痛表示,家庭雖然不富有但也不缺錢,再多補助也喚不回弟弟,只求一個公道。回憶起3年前也發過殺警的報導,如今竟然發生在自己身上,「弟弟已任務完成,但我盼望以後不要再發生法劇。」加《地球黃金線》好友!車圈話題漏接、車款剖析最全面讓你秒變慢車違更多以下来源的内容不",0.74,0,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,19,0,0, ,13,"rgba(4,134,219,1)"
U2,1,1661312815000-2022-08-24-11-46-55-116-Facebook.jpg,0,"组①光頭佬艾飛克和其他4,950人365則留言,14https://bit.ly/3T5v4y日信",0.231445783,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,20,0,0, ,14,"rgba(0,68,255,1)"
U2,1,1661312815000-2022-08-24-11-46-55-116-Facebook.jpg,1,"El13分只求一個公道#台南殺警案#曹瑞傑TVB曹瑞傑哥哥心痛表示,再多補助也喚不回鐘前S新聞TVBS新聞曹瑞傑遭砍38刀「血全流乾」哥悲慟喊4號九合還我公道|TVBS新聞網***剪刀張酥導協劇A一個人!任務更多曹瑞",0.508554217,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,21,0,0, ,14,"rgba(4,134,219,1)"
U2,1,1661312816000-2022-08-24-11-46-56-116-Facebook.jpg,0,,0.021065802,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,22,0,0, ,15,"rgba(0,68,255,1)"
U2,1,1661312816000-2022-08-24-11-46-56-116-Facebook.jpg,1,"曹TA瑞傑17凸眼TVBS新聞砍曹瑞傑遭還我公道|TVBS新聞網VT13分鐘前38刀BS新聞。哥哥心痛表示,再多補助也喚不回弟弟,|只求一個公道|#台南殺警案#曹瑞傑「血留言哥悲慟喊4疑點:全流乾」***3則留言xi",0.665430955,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,23,0,0, ,15,"rgba(4,134,219,1)"
U2,1,1661312816000-2022-08-24-11-46-56-116-Facebook.jpg,2,"⑦JainHuaJiang,支持你所在地區的商家根據你的興趣對粉絲專頁按讚和分享,以支持小型企業和在地商家。",0.053503244,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,24,0,0, ,15,"rgba(64, 187, 213,1)"
U2,1,1661312817000-2022-08-24-11-46-57-116-Facebook.jpg,0,山城TVBS新聞曹瑞傑遭砍38刀「血全流乾」哥悲慟喊4疑點:我公道|還TVBS新聞網Ⓒ17分享留言,0.453873957,0,0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,25,0,0, ,16,"rgba(4,134,219,1)"
U2,1,1661312817000-2022-08-24-11-46-57-116-Facebook.jpg,1,"JainHuaJiang,支持你所在地區的商家根據你的興趣對粉絲專頁按讚和分享,以支持小型企業和在地商家。",0.286126043,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,26,0,0, ,16,"rgba(64, 187, 213,1)"
U2,1,1661312818000-2022-08-24-11-46-58-116-Facebook.jpg,0,"TaiwanAviationSpotters.劉睿鈞和其他1.7萬人都說這個專頁請讚查看全部>預覽1,226人族",0.319490269,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,27,0,0, ,17,"rgba(64, 187, 213,1)"
U2,1,1661312818000-2022-08-24-11-46-58-116-Facebook.jpg,1,大家早安~愛爾達體育家族0週二上午8:26-3世體育3台、體育2LVE台I熱映中#咱們小天等等就要上場囉!!!!!..查看更多錦賽第二天~EAx,0.420509731,0,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,28,0,0, ,17,"rgba(87,226,255,1)"
U2,1,1661312819000-2022-08-24-11-46-59-116-Facebook.jpg,0,2243台愛週二上午8:26大家早安~世錦賽第二天~IV、膽育體育#咱們小天等等就要上場囉!!!!!...查看更多2台LE熱映中1則留言・1次分享分享,0.74,0,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:46,29,0,0, ,18,"rgba(87,226,255,1)"
U2,1,1661312820000-2022-08-24-11-47-00-116-Facebook.jpg,0,"224凸版1則留言,1次分享的分享",0.115597776,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,30,0,0, ,19,"rgba(87,226,255,1)"
U2,1,1661312820000-2022-08-24-11-47-00-116-Facebook.jpg,1,"②遊戲凸旗她說6年來索尼一直在敲詐玩家#playstation#索尼週二上午11:30,角落◎game.udn.com控「900PlayStation商店被敲詐」萬消費者6年來多付千億元買數位遊戲|udn遊戲角落**386口留言***分享測留言x",0.622798888,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,31,0,0, ,19,"rgba(135,206,255,1)"
U2,1,1661312820000-2022-08-24-11-47-00-116-Facebook.jpg,2,,0.001603336,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,32,0,0, ,19,"rgba(46, 180, 237,1)"
U2,1,1661312821000-2022-08-24-11-47-01-116-Facebook.jpg,0,"224留言1則留言,1次分享分享",0.115597776,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,33,0,0, ,20,"rgba(87,226,255,1)"
U2,1,1661312821000-2022-08-24-11-47-01-116-Facebook.jpg,1,"38遊戲角落◎週二上午11:30,她說6年來索尼一直在敲詐玩家空#playstation#索尼game.udn.comPlayStation商店被控「敲詐」900萬消費者6年來多付千億元買數位遊戲|udn遊戲角落口留言***5則留言x",0.622798888,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022/8/24 11:47,34,0,0, ,20,"rgba(135,206,255,1)"
