user,qid,images,pid,context,percent,comment,outer_link,code_id,news,biggest,repeat,typing,like,share,detect_time,row_index,visible time,discuss,discuss_reason,picture_number,color
U2,1,1660688118000-2022-08-17-06-15-18-164-Facebook.jpg,0,會首頁最愛最新oT,0.099128015,0,0,1,0,0,0,0,0,0,2022/8/17 06:15,0,0,0, ,1,"rgba(2,22,105,1)"
U2,1,1660688118000-2022-08-17-06-15-18-164-Facebook.jpg,1,"存股族先別崩潰,看看內文是怎麼算的~#存股*退休#股市tw.stock.yahoo.com月去1萬買008781他喊「存200張退休」網搖頭08Yahoo奇摩股市理財也昨天下午5:55·分成次分室***",0.547309833,0,0,2,1,1,0,0,0,0,2022/8/17 06:15,1,0,0, ,1,"rgba(5,61,180,1)"
U2,1,1660688118000-2022-08-17-06-15-18-164-Facebook.jpg,2,"在權志龍身編:因為不關鍵時刻◎昨天下午5.55,開始截圖",0.093562152,0,0,3,0,0,0,0,0,0,2022/8/17 06:15,2,0,0, ,1,"rgba(0,68,255,1)"
U2,1,1660688119000-2022-08-17-06-15-19-164-Facebook.jpg,0,"<yahoo!股市民視新聞網2022年8月16日週二下午919財經中心/周希雯報導○1則留言②民統新聞台合电路月丟1萬買00878!他喊「存200張退休」網搖頭許多人為了想賺得第一桶金,除了上班領固定薪水,也會學習投資理財,不過投資股票有賺有賠,看準時機才出手方能致富。近日有網友表示,若他每月拿1萬元買國泰永續高股息(00878),獲得的股利再繼續投入,目標是存到200張,好奇問「可以穩到退休嗎?」不過貼文一出,網友紛紛搖頭,認為這個計劃得花上20、30年,甚至退休後每年最多只有14.4萬可好康1+1,1999起資費搭配手機平板再享GalaxyBuds2耳機30带走開始截图打開App",0.74,0,1,2,0,1,0,0,0,0,2022/8/17 06:15,3,0,0, ,2,"rgba(5,61,180,1)"
U2,1,1660688120000-2022-08-17-06-15-20-164-Facebook.jpg,0,"<yahoo!股市NUMBLUETF許多人為原國泰永民视新聞場2022年6月16日週二下午文9財經中心/周希变報導富。近日有倒賠較為繼續投入「月丟1萬買00878!他喊「存200張退休」網搖頭O1則固定薪水,也會學習投資理財,不過投資股票有賺有賠,看準時機才出手方能致可以穩到退休嗎?」不過貼文一出,網友紛紛搖頭,認為這個計劃得花上20、30年,甚至退休後每年最多只有14.4萬可他,投資股票已有多年,但不僅沒賺錢還PO在D,讓他下定保守的定期定額,每個月投入1萬元買開始找同fo@a留言續高股息(00878),獲得的股利再了想賺得第一桶金,除了上班領card發文表示,作為資深股民的,目標是存到200張,好奇問網友表示,若他每月拿1萬元買決心改變投資方式,換成打開App",0.74,0,1,2,0,1,0,0,0,0,2022/8/17 06:15,4,0,0, ,3,"rgba(5,61,180,1)"
U2,1,1660688121000-2022-08-17-06-15-21-164-Facebook.jpg,0,"財經許股票繼用友紛原民視新聞網2022年8他倒<yahoo!股市CURRELABEEF固定薪年,甚月去1萬買00878!他喊「存200張退休」網搖頭富。近日有網友表示,國泰永續高股息較為保守的多人續投。PO在D賠,讓「可以穩到退休嗎?」不過貼文一出,網,投中則紛週二下午3:19月16日有賺留言心/周為了入,資至退水,也會學習投搖頭,認為股有賠,看準時機才出手card發文表他下定決心改變投想休票已目標定期定額,每個月投入1萬元買fo@a希賺後每年最多只雯報導得是有多(00878),獲得的第一桶金,除這存到200張年個計劃得花上20、30示,作為資深股民的不僅沒賺錢還式,但方,換成資理若他每月拿1萬元買有資財,不過投資1,好奇問4.4萬可方了上班領打開App:能致股利再",0.74,0,1,2,0,1,0,0,0,0,2022/8/17 06:15,5,0,0, ,4,"rgba(5,61,180,1)"
U2,1,1660688122000-2022-08-17-06-15-22-164-Facebook.jpg,0,"財許用他視股票多<yahoo!股市原PO在D經中民2022年8月16日週二下午319新聞理固定薪水,也會學習投資,看準時機才有賠班領財,不過投资出手方能致萬元買富。近日有網友表示,若他每月拿1是存2好國泰永續高股息(00878),獲得的股利再繼續投入,目標到00張,奇問「可以穩到退休嗎?」不過貼文一出,網友紛紛搖頭,認這個計劃得花上20、30年,甚至為退休。深,投資股,但倒股民的票已有多年不僅沒賺錢還賠,讓他下定決心改變投資方式,換成較為保守的定期定額,每個月投入1萬元買00878,「股利再投入這樣買15年」。他透露,目前33歲的他沒有結婚、生小孩的打算,也不會買車買房,住家裡老房子,,1則留言人有網賺心/為了card發文表示周想賺希後雯報導得每第年最一桶金,除了上多只,作為資有14.4萬可打開App",0.74,0,1,2,0,1,0,0,0,0,2022/8/17 06:15,6,0,0, ,5,"rgba(5,61,180,1)"
U2,1,1660688123000-2022-08-17-06-15-23-164-Facebook.jpg,0,"腿原<ya有打開App|許多人為了想賺得第一桶金,除了上班領固定薪水,也會學習投資理財,不過投資股票賺有賠,看準時機才出手方能致富。近日有網友表示,若他每月拿國泰永續高股息(00878),獲得的利再繼續投入,目標是存到200張,好奇問「可以穩到退休嗎?」不過貼文一出,網友紛紛搖頭,認為這個計劃得花上2301萬元買股0、年,甚至退休後每年最多只有14.4萬可PO在Dcard發文表,投資股票已有他多年,但不僅沒賺錢還倒賠,讓他下定決心改變投資方式,換成較為保守的定期定額,每個月投入1萬元買00878,「股利再投入,這樣買15年」。他,目前33歲的他沒有婚生小孩的買房,住家裡老房子,透結、露打算,也不會買車目標是存到200張就退休,好奇詢問大家的計劃是否可行:「200張要存幾年?有他人會算嗎?hoo!股市开数和可检视设内容示,作為資深股民的",0.74,0,1,2,0,1,0,0,0,0,2022/8/17 06:15,7,0,0, ,6,"rgba(5,61,180,1)"
U2,1,1660688124000-2022-08-17-06-15-24-164-Facebook.jpg,0,"原yPO在D了富打開App|「許多人為了想賺得第一桶金,除上班領固定薪水,也會學習投資理財,不過投資股票有賺有賠,看準時機才出手方能致。近日有網友表示,若他每月拿1萬元買國泰永續高股息(00878),獲得的股利再繼續入,目標存到200張,好奇問「可以穩到退休嗎?」不過貼文一出,網友紛紛搖頭,認為這個計劃得花上20、30,甚至退休後每年最多只有14.4萬可用。投是年ahoo!股市利入他,投資股票已有多年,但不僅沒賺錢還倒賠,讓他下定決心改變投資方式,換成較為保守的定期定額,每個月投入1萬元買00878,「股,這樣買15年」。他透露,目前33的他沒有結婚、生小孩的打算,也不會買車買房,住家裡老房子,目標是存到200張就退休,好奇詢問大家他的計是否可行:「200張要存幾年?有人會算嗎?」。歲劃托勒可檢場接貼內容card發再文投表示,作為資深股民的",0.74,0,1,2,0,1,0,0,0,0,2022/8/17 06:15,8,0,0, ,7,"rgba(5,61,180,1)"
U2,1,1660688126000-2022-08-17-06-15-26-164-Facebook.jpg,0,"打開App成示有限旧“台干可佩刀山丁刀肥环續繼富。近日有網友表示,若他每月拿1萬元買國泰永高股息(00878),獲得的股利再續投入,目標是存到200張,好奇問「可以穩到退休嗎?」不過貼文一出,網紛搖頭,認為這個計劃得花上20、30年,甚至退休後每年最多只有14.4萬可友紛立即購買原PO在Dcard發文表示,作為資深股民的他,投資股票已有多年,但不僅沒賺錢還倒賠,讓他下定決心改變投資方,換成較為保的定期定額,每個月投入1萬元買式守透露,目前00878,「股利再投入,這樣買15年」。他33歲的他沒有結婚、生小孩的打算,也不會買車買房,住家裡老房子,目標是200張就退休,好奇詢問大家他的計劃是否可行:「200張要存幾年?有人會算嗎?」存到。接DAR***",0.74,0,1,2,0,1,0,0,0,0,2022/8/17 06:15,9,0,0, ,8,"rgba(5,61,180,1)"
